Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27,No,Travel_Rarely,1167,Research & Development,4 years ,2,Life Sciences,1259,Low,Male,76,High,Entry Level,Research Scientist,High,Divorced,2517,1,No,11,Stanadard,Medium,80,3,5 years ,Better,5,3,0,3
29,No,Travel_Rarely,1329,Research & Development,7 years ,3,Life Sciences,1260,High,Male,82,High,Junior Level,Healthcare Representative,Very High,Divorced,6623,1,Yes,11,Stanadard,Medium,80,2,6 years ,Better,6,0,1,0
48,No,Travel_Rarely,715,Research & Development,1 years ,3,Life Sciences,1263,Very High,Male,76,Medium,Director Level,Research Director,Very High,Single,18265,6,No,12,Stanadard,High,80,0,25 years ,Best,1,0,0,0
29,No,Travel_Rarely,694,Research & Development,1 years ,3,Life Sciences,1264,Very High,Female,87,Medium,Lead Level,Research Director,Very High,Divorced,16124,3,No,14,Stanadard,Medium,80,2,9 years ,Good,7,7,1,7
34,No,Travel_Rarely,1320,Research & Development,20 years ,3,Technical Degree,1265,High,Female,89,Very High,Entry Level,Research Scientist,High,Married,2585,0,No,17,Stanadard,Very High,80,0,2 years ,Good,1,0,0,0
44,No,Travel_Rarely,1099,Sales,5 years ,3,Marketing,1267,Medium,Male,88,High,Director Level,Manager,Medium,Married,18213,7,No,11,Stanadard,High,80,1,26 years ,Better,22,9,3,10
33,No,Travel_Rarely,536,Sales,10 years ,5,Marketing,1268,Very High,Male,82,Very High,Senior Level,Sales Executive,High,Divorced,8380,0,Yes,14,Stanadard,Very High,80,2,10 years ,Better,9,8,0,8
19,No,Travel_Rarely,265,Research & Development,25 years ,3,Life Sciences,1269,Medium,Female,57,Very High,Entry Level,Research Scientist,Very High,Single,2994,1,Yes,12,Stanadard,Very High,80,0,1 years ,Better,1,0,0,1
23,No,Travel_Rarely,373,Research & Development,1 years ,2,Life Sciences,1270,Very High,Male,47,High,Entry Level,Research Scientist,High,Married,1223,1,No,22,High,Very High,80,1,1 years ,Better,1,0,0,1
25,Yes,Travel_Frequently,599,Sales,24 years ,1,Life Sciences,1273,High,Male,73,Low,Entry Level,Sales Representative,Very High,Single,1118,1,Yes,14,Stanadard,Very High,80,0,1 years ,Better,1,0,1,0
26,No,Travel_Rarely,583,Research & Development,4 years ,2,Life Sciences,1275,High,Male,53,High,Entry Level,Research Scientist,Very High,Single,2875,1,Yes,20,High,Medium,80,0,8 years ,Good,8,5,2,2
45,Yes,Travel_Rarely,1449,Sales,2 years ,3,Marketing,1277,Low,Female,94,Low,Director Level,Manager,Medium,Single,18824,2,Yes,16,Stanadard,Low,80,0,26 years ,Better,24,10,1,11
55,No,Non-Travel,177,Research & Development,8 years ,1,Medical,1278,Very High,Male,37,Medium,Lead Level,Healthcare Representative,Medium,Divorced,13577,1,Yes,15,Stanadard,Very High,80,1,34 years ,Better,33,9,15,0
21,Yes,Travel_Frequently,251,Research & Development,10 years ,2,Life Sciences,1279,Low,Female,45,Medium,Entry Level,Laboratory Technician,High,Single,2625,1,No,20,High,High,80,0,2 years ,Bad,2,2,2,2
46,No,Travel_Rarely,168,Sales,4 years ,2,Marketing,1280,Very High,Female,33,Medium,Director Level,Manager,Medium,Married,18789,2,No,14,Stanadard,High,80,1,26 years ,Better,11,4,0,8
34,No,Travel_Rarely,131,Sales,2 years ,3,Marketing,1281,High,Female,86,High,Junior Level,Sales Executive,Low,Single,4538,0,Yes,12,Stanadard,Very High,80,0,4 years ,Better,3,2,0,2
51,No,Travel_Frequently,237,Sales,9 years ,3,Life Sciences,1282,Very High,Male,83,High,Director Level,Manager,Medium,Divorced,19847,4,Yes,24,High,Low,80,1,31 years ,Good,29,10,11,10
59,No,Travel_Rarely,1429,Research & Development,18 years ,4,Medical,1283,Very High,Male,67,High,Senior Level,Manufacturing Director,Very High,Single,10512,6,No,12,Stanadard,Very High,80,0,25 years ,Good,9,7,5,4
34,No,Travel_Frequently,135,Research & Development,19 years ,3,Medical,1285,High,Female,46,High,Junior Level,Laboratory Technician,Medium,Divorced,4444,4,No,13,Stanadard,High,80,2,15 years ,Best,11,8,5,10
28,No,Travel_Frequently,791,Research & Development,1 years ,4,Medical,1286,Very High,Male,44,High,Entry Level,Laboratory Technician,High,Single,2154,0,Yes,11,Stanadard,High,80,0,5 years ,Good,4,2,0,2
44,No,Travel_Rarely,1199,Research & Development,4 years ,2,Life Sciences,1288,High,Male,92,Very High,Director Level,Manager,Low,Divorced,19190,1,No,14,Stanadard,Very High,80,2,26 years ,Good,25,9,14,13
34,No,Travel_Frequently,648,Human Resources,11 years ,3,Life Sciences,1289,High,Male,56,Medium,Junior Level,Human Resources,Medium,Married,4490,4,No,11,Stanadard,Very High,80,2,14 years ,Best,10,9,1,8
35,No,Travel_Rarely,735,Research & Development,6 years ,1,Life Sciences,1291,High,Male,66,High,Entry Level,Research Scientist,High,Married,3506,0,Yes,14,Stanadard,Very High,80,0,4 years ,Better,3,2,2,2
42,No,Travel_Rarely,603,Research & Development,7 years ,4,Medical,1292,Medium,Female,78,Very High,Junior Level,Research Scientist,Medium,Married,2372,6,Yes,16,Stanadard,Very High,80,0,18 years ,Better,1,0,0,0
43,No,Travel_Rarely,531,Sales,4 years ,4,Marketing,1293,Very High,Female,56,Medium,Senior Level,Sales Executive,Very High,Single,10231,3,No,14,Stanadard,Very High,80,0,23 years ,Best,21,7,15,17
36,No,Travel_Rarely,429,Research & Development,2 years ,4,Life Sciences,1294,High,Female,53,High,Junior Level,Manufacturing Director,Medium,Single,5410,9,Yes,11,Stanadard,Very High,80,0,18 years ,Better,16,14,5,12
44,Yes,Travel_Rarely,621,Research & Development,15 years ,3,Medical,1295,Low,Female,73,High,Senior Level,Healthcare Representative,Very High,Married,7978,1,No,11,Stanadard,Very High,80,1,10 years ,Better,10,7,0,5
28,No,Travel_Frequently,193,Research & Development,2 years ,3,Life Sciences,1296,Very High,Male,52,Medium,Entry Level,Laboratory Technician,Very High,Married,3867,1,Yes,12,Stanadard,Medium,80,1,2 years ,Better,2,2,2,2
51,No,Travel_Frequently,968,Research & Development,6 years ,2,Medical,1297,Medium,Female,40,Medium,Entry Level,Laboratory Technician,High,Single,2838,0,No,14,Stanadard,Medium,80,0,8 years ,Good,7,0,7,7
30,No,Non-Travel,879,Research & Development,9 years ,2,Medical,1298,High,Female,72,High,Junior Level,Manufacturing Director,High,Single,4695,7,Yes,18,Stanadard,High,80,0,10 years ,Better,8,4,1,7
29,Yes,Travel_Rarely,806,Research & Development,7 years ,3,Technical Degree,1299,Medium,Female,39,High,Entry Level,Laboratory Technician,High,Divorced,3339,3,Yes,13,Stanadard,Low,80,2,10 years ,Better,7,7,7,7
28,No,Travel_Rarely,640,Research & Development,1 years ,3,Technical Degree,1301,Very High,Male,84,High,Entry Level,Research Scientist,Low,Single,2080,2,No,11,Stanadard,Medium,80,0,5 years ,Good,3,2,1,2
25,No,Travel_Rarely,266,Research & Development,1 years ,3,Medical,1303,Very High,Female,40,High,Entry Level,Research Scientist,Medium,Single,2096,1,No,18,Stanadard,Very High,80,0,2 years ,Good,2,2,2,1
32,No,Travel_Rarely,604,Sales,8 years ,3,Medical,1304,High,Male,56,Very High,Junior Level,Sales Executive,Very High,Married,6209,1,No,15,Stanadard,High,80,2,10 years ,Best,10,7,0,8
45,No,Travel_Frequently,364,Research & Development,25 years ,3,Medical,1306,Medium,Female,83,High,Director Level,Manager,Medium,Single,18061,3,No,22,High,High,80,0,22 years ,Better,0,0,0,0
39,No,Travel_Rarely,412,Research & Development,13 years ,4,Medical,1307,High,Female,94,Medium,Lead Level,Manager,Medium,Divorced,17123,6,Yes,13,Stanadard,Very High,80,2,21 years ,Better,19,9,15,2
58,No,Travel_Rarely,848,Research & Development,23 years ,4,Life Sciences,1308,Low,Male,88,High,Entry Level,Research Scientist,High,Divorced,2372,1,No,12,Stanadard,Very High,80,2,2 years ,Better,2,2,2,2
32,Yes,Travel_Rarely,1089,Research & Development,7 years ,2,Life Sciences,1309,Very High,Male,79,High,Junior Level,Laboratory Technician,High,Married,4883,1,No,18,Stanadard,Low,80,1,10 years ,Better,10,4,1,1
39,Yes,Travel_Rarely,360,Research & Development,23 years ,3,Medical,1310,High,Male,93,High,Entry Level,Research Scientist,Low,Single,3904,0,No,13,Stanadard,Low,80,0,6 years ,Better,5,2,0,3
30,No,Travel_Rarely,1138,Research & Development,6 years ,3,Technical Degree,1311,Low,Female,48,Medium,Junior Level,Laboratory Technician,Very High,Married,4627,0,No,12,Stanadard,Low,80,1,10 years ,Better,9,2,6,7
36,No,Travel_Rarely,325,Research & Development,10 years ,4,Technical Degree,1312,Very High,Female,63,High,Senior Level,Healthcare Representative,High,Married,7094,3,No,12,Stanadard,Low,80,0,10 years ,Better,7,7,1,7
46,No,Travel_Rarely,991,Human Resources,1 years ,2,Life Sciences,1314,Very High,Female,44,High,Entry Level,Human Resources,Low,Single,3423,6,No,12,Stanadard,High,80,0,10 years ,Best,7,6,5,7
28,No,Non-Travel,1476,Research & Development,1 years ,3,Life Sciences,1315,High,Female,55,Low,Junior Level,Laboratory Technician,Very High,Married,6674,0,No,11,Stanadard,Low,80,3,10 years ,Better,9,8,7,5
50,No,Travel_Rarely,1322,Research & Development,28 years ,3,Life Sciences,1317,Very High,Female,43,High,Lead Level,Research Director,Low,Married,16880,4,Yes,11,Stanadard,Medium,80,0,25 years ,Better,3,2,1,2
40,Yes,Travel_Rarely,299,Sales,25 years ,4,Marketing,1318,Very High,Male,57,Medium,Senior Level,Sales Executive,Medium,Single,9094,2,Yes,12,Stanadard,High,80,0,9 years ,Better,5,4,1,0
52,Yes,Travel_Rarely,1030,Sales,5 years ,3,Life Sciences,1319,Medium,Male,64,High,Senior Level,Sales Executive,Medium,Single,8446,9,Yes,19,Stanadard,High,80,0,10 years ,Good,8,7,7,7
30,No,Travel_Rarely,634,Research & Development,17 years ,4,Medical,1321,Medium,Female,95,High,Senior Level,Manager,Low,Married,11916,1,Yes,23,High,Very High,80,2,9 years ,Better,9,1,0,8
39,No,Travel_Rarely,524,Research & Development,18 years ,2,Life Sciences,1322,Low,Male,32,High,Junior Level,Manufacturing Director,High,Single,4534,0,No,11,Stanadard,Low,80,0,9 years ,Better,8,7,1,7
31,No,Non-Travel,587,Sales,2 years ,4,Life Sciences,1324,Very High,Female,57,High,Senior Level,Sales Executive,High,Divorced,9852,1,Yes,19,Stanadard,Low,80,1,10 years ,Good,10,8,9,6
41,No,Non-Travel,256,Sales,10 years ,2,Medical,1329,High,Male,40,Low,Junior Level,Sales Executive,Medium,Single,6151,1,No,13,Stanadard,Low,80,0,19 years ,Better,19,2,11,9
31,Yes,Travel_Frequently,1060,Sales,1 years ,3,Life Sciences,1331,Very High,Female,54,High,Entry Level,Sales Representative,Medium,Single,2302,1,Yes,11,Stanadard,Low,80,0,3 years ,Best,3,2,2,2
44,Yes,Travel_Rarely,935,Research & Development,3 years ,3,Life Sciences,1333,Low,Male,89,High,Entry Level,Laboratory Technician,Low,Married,2362,4,No,12,Stanadard,High,80,0,10 years ,Best,3,2,1,2
42,No,Non-Travel,495,Research & Development,2 years ,1,Life Sciences,1334,High,Male,37,High,Lead Level,Manager,High,Married,17861,0,Yes,13,Stanadard,Very High,80,0,21 years ,Good,20,8,2,10
55,No,Travel_Rarely,282,Research & Development,2 years ,2,Medical,1336,Very High,Female,58,Low,Director Level,Manager,High,Married,19187,4,No,14,Stanadard,Very High,80,1,23 years ,Better,19,9,9,11
56,No,Travel_Rarely,206,Human Resources,8 years ,4,Life Sciences,1338,Very High,Male,99,High,Director Level,Manager,Medium,Single,19717,6,No,14,Stanadard,Low,80,0,36 years ,Better,7,3,7,7
40,No,Non-Travel,458,Research & Development,16 years ,2,Life Sciences,1340,High,Male,74,High,Entry Level,Research Scientist,High,Divorced,3544,9,No,16,Stanadard,Medium,80,1,6 years ,Better,4,2,0,0
34,No,Travel_Rarely,943,Research & Development,9 years ,3,Life Sciences,1344,Very High,Male,86,High,Senior Level,Healthcare Representative,Very High,Divorced,8500,0,No,11,Stanadard,Very High,80,1,10 years ,Good,9,7,1,6
40,No,Travel_Rarely,523,Research & Development,2 years ,3,Life Sciences,1346,High,Male,98,High,Junior Level,Research Scientist,Very High,Single,4661,1,No,13,Stanadard,High,80,0,9 years ,Better,9,8,8,8
41,No,Travel_Frequently,1018,Sales,1 years ,3,Marketing,1349,High,Female,66,High,Junior Level,Sales Executive,Low,Divorced,4103,0,No,17,Stanadard,Very High,80,1,10 years ,Better,9,3,1,7
35,No,Travel_Frequently,482,Research & Development,4 years ,4,Life Sciences,1350,High,Male,87,High,Junior Level,Research Scientist,High,Single,4249,1,Yes,11,Stanadard,Medium,80,0,9 years ,Better,9,6,1,1
51,No,Travel_Rarely,770,Human Resources,5 years ,3,Life Sciences,1352,High,Male,84,High,Lead Level,Manager,Medium,Divorced,14026,1,Yes,11,Stanadard,Medium,80,1,33 years ,Better,33,9,0,10
38,No,Travel_Rarely,1009,Sales,2 years ,2,Life Sciences,1355,Medium,Female,31,High,Junior Level,Sales Executive,Low,Divorced,6893,3,No,15,Stanadard,Very High,80,1,11 years ,Better,7,7,1,7
34,No,Travel_Rarely,507,Sales,15 years ,2,Medical,1356,High,Female,66,High,Junior Level,Sales Executive,Low,Single,6125,1,No,12,Stanadard,Very High,80,0,10 years ,Best,10,8,9,6
25,No,Travel_Rarely,882,Research & Development,19 years ,1,Medical,1358,Very High,Male,67,High,Entry Level,Laboratory Technician,Very High,Married,3669,3,No,11,Stanadard,High,80,3,7 years ,Good,3,2,1,2
58,Yes,Travel_Rarely,601,Research & Development,7 years ,4,Medical,1360,High,Female,53,Medium,Senior Level,Manufacturing Director,Low,Married,10008,7,Yes,14,Stanadard,Very High,80,0,31 years ,Good,10,9,5,9
40,No,Travel_Rarely,329,Research & Development,1 years ,4,Life Sciences,1361,Medium,Male,88,High,Entry Level,Laboratory Technician,Medium,Married,2387,3,No,22,High,High,80,1,7 years ,Better,4,2,0,3
36,No,Travel_Frequently,607,Sales,7 years ,3,Marketing,1362,Low,Female,83,Very High,Junior Level,Sales Executive,Low,Married,4639,2,No,16,Stanadard,Very High,80,1,17 years ,Good,15,7,6,13
48,No,Travel_Rarely,855,Research & Development,4 years ,3,Life Sciences,1363,Very High,Male,54,High,Senior Level,Manufacturing Director,Very High,Single,7898,1,No,11,Stanadard,High,80,0,11 years ,Better,10,9,0,8
27,No,Travel_Rarely,1291,Sales,11 years ,3,Medical,1364,High,Female,98,Very High,Entry Level,Sales Representative,Very High,Married,2534,8,No,14,Stanadard,Medium,80,1,5 years ,Better,1,0,0,0
51,No,Travel_Rarely,1405,Research & Development,11 years ,2,Technical Degree,1367,Very High,Female,82,Medium,Lead Level,Manufacturing Director,Medium,Single,13142,3,No,16,Stanadard,Medium,80,0,29 years ,Good,5,2,0,3
18,No,Non-Travel,1124,Research & Development,1 years ,3,Life Sciences,1368,Very High,Female,97,High,Entry Level,Laboratory Technician,Very High,Single,1611,1,No,15,Stanadard,High,80,0,0 years ,Best,0,0,0,0
35,No,Travel_Rarely,817,Research & Development,1 years ,3,Medical,1369,Very High,Female,60,Medium,Junior Level,Laboratory Technician,Very High,Married,5363,0,No,12,Stanadard,Medium,80,1,10 years ,Better,9,7,0,0
27,No,Travel_Frequently,793,Sales,2 years ,1,Life Sciences,1371,Very High,Male,43,Low,Junior Level,Sales Executive,Very High,Single,5071,3,No,20,High,Medium,80,0,8 years ,Better,6,2,0,0
55,Yes,Travel_Rarely,267,Sales,13 years ,4,Marketing,1372,Low,Male,85,Very High,Lead Level,Sales Executive,High,Single,13695,6,Yes,17,Stanadard,High,80,0,24 years ,Good,19,7,3,8
56,No,Travel_Rarely,1369,Research & Development,23 years ,3,Life Sciences,1373,Very High,Male,68,High,Lead Level,Manufacturing Director,Medium,Married,13402,4,Yes,12,Stanadard,Low,80,1,33 years ,Better,19,16,15,9
34,No,Non-Travel,999,Research & Development,26 years ,1,Technical Degree,1374,Low,Female,92,Medium,Entry Level,Research Scientist,High,Divorced,2029,1,No,20,High,High,80,3,5 years ,Better,5,4,0,0
40,No,Travel_Rarely,1202,Research & Development,2 years ,1,Medical,1375,Medium,Female,89,Very High,Junior Level,Healthcare Representative,High,Divorced,6377,5,No,20,High,Medium,80,3,15 years ,Better,12,11,11,8
34,No,Travel_Rarely,285,Research & Development,29 years ,3,Medical,1377,Medium,Male,86,High,Junior Level,Laboratory Technician,High,Married,5429,4,No,13,Stanadard,Low,80,2,10 years ,Better,8,7,7,7
31,Yes,Travel_Frequently,703,Sales,2 years ,3,Life Sciences,1379,High,Female,90,Medium,Entry Level,Sales Representative,Very High,Single,2785,7,No,14,Stanadard,High,80,0,3 years ,Best,1,0,0,0
35,Yes,Travel_Frequently,662,Sales,18 years ,4,Marketing,1380,Very High,Female,67,High,Junior Level,Sales Executive,High,Married,4614,0,Yes,18,Stanadard,High,80,1,5 years ,Good,4,2,3,2
38,No,Travel_Frequently,693,Research & Development,7 years ,3,Life Sciences,1382,Very High,Male,57,Very High,Entry Level,Research Scientist,High,Divorced,2610,1,No,11,Stanadard,Very High,80,3,4 years ,Better,4,2,0,3
34,No,Travel_Rarely,404,Research & Development,2 years ,4,Technical Degree,1383,High,Female,98,High,Junior Level,Healthcare Representative,Very High,Single,6687,1,No,11,Stanadard,Very High,80,0,14 years ,Best,14,11,4,11
28,No,Travel_Rarely,736,Sales,26 years ,3,Life Sciences,1387,High,Male,48,Medium,Junior Level,Sales Executive,Low,Married,4724,1,No,11,Stanadard,High,80,1,5 years ,Better,5,3,0,4
31,Yes,Travel_Rarely,330,Research & Development,22 years ,4,Medical,1389,Very High,Male,98,High,Junior Level,Manufacturing Director,High,Married,6179,1,Yes,15,Stanadard,Very High,80,2,10 years ,Good,10,2,6,7
39,No,Travel_Rarely,1498,Sales,21 years ,4,Life Sciences,1390,Low,Male,44,Medium,Junior Level,Sales Executive,Very High,Married,6120,3,Yes,12,Stanadard,Very High,80,2,8 years ,Best,5,4,1,4
51,No,Travel_Frequently,541,Sales,2 years ,3,Marketing,1391,Medium,Male,52,High,Senior Level,Sales Executive,Medium,Married,10596,2,No,11,Stanadard,Medium,80,0,14 years ,Better,4,2,3,2
41,No,Travel_Frequently,1200,Research & Development,22 years ,3,Life Sciences,1392,Very High,Female,75,High,Junior Level,Research Scientist,Very High,Divorced,5467,3,Yes,14,Stanadard,Low,80,2,12 years ,Good,6,2,3,3
37,No,Travel_Rarely,1439,Research & Development,4 years ,1,Life Sciences,1394,High,Male,54,High,Entry Level,Research Scientist,High,Married,2996,7,Yes,15,Stanadard,Very High,80,0,8 years ,Better,6,4,1,3
33,No,Travel_Frequently,1111,Sales,5 years ,1,Life Sciences,1395,Medium,Male,61,High,Junior Level,Sales Executive,Very High,Married,9998,6,No,13,Stanadard,Low,80,0,8 years ,Best,5,4,1,2
32,No,Travel_Rarely,499,Sales,2 years ,1,Marketing,1396,High,Male,36,High,Junior Level,Sales Executive,Medium,Married,4078,0,Yes,13,Stanadard,Low,80,3,4 years ,Good,3,2,1,2
39,No,Non-Travel,1485,Research & Development,25 years ,2,Life Sciences,1397,High,Male,71,High,Senior Level,Healthcare Representative,High,Married,10920,3,No,21,High,Medium,80,1,13 years ,Better,6,4,0,5
25,No,Travel_Rarely,1372,Sales,18 years ,1,Life Sciences,1399,Low,Male,93,Very High,Junior Level,Sales Executive,High,Married,6232,2,No,11,Stanadard,Medium,80,0,6 years ,Good,3,2,1,2
52,No,Travel_Frequently,322,Research & Development,28 years ,2,Medical,1401,Very High,Female,59,Very High,Lead Level,Manufacturing Director,High,Married,13247,2,Yes,11,Stanadard,Medium,80,1,24 years ,Good,5,3,0,2
43,No,Travel_Rarely,930,Research & Development,6 years ,3,Medical,1402,Low,Female,73,Medium,Junior Level,Research Scientist,High,Single,4081,1,Yes,14,Stanadard,Low,80,0,20 years ,Bad,20,7,1,8
27,No,Travel_Rarely,205,Sales,10 years ,3,Marketing,1403,Very High,Female,98,Medium,Junior Level,Sales Executive,Very High,Married,5769,1,Yes,11,Stanadard,Very High,80,0,6 years ,Better,6,2,4,4
27,Yes,Travel_Rarely,135,Research & Development,17 years ,4,Life Sciences,1405,Very High,Female,51,High,Entry Level,Research Scientist,High,Single,2394,1,Yes,13,Stanadard,Very High,80,0,8 years ,Better,8,2,7,7
26,No,Travel_Rarely,683,Research & Development,2 years ,1,Medical,1407,Low,Male,36,Medium,Entry Level,Research Scientist,Very High,Single,3904,0,No,12,Stanadard,Very High,80,0,5 years ,Better,4,3,1,1
42,No,Travel_Rarely,1147,Human Resources,10 years ,3,Human Resources,1408,High,Female,31,High,Lead Level,Manager,Low,Married,16799,0,No,14,Stanadard,High,80,1,21 years ,Better,20,7,0,9
